longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,distance_to_cluster_0,distance_to_cluster_1,distance_to_cluster_2,distance_to_cluster_3
-121.95,37.31,27.0,2462.0,570.0,1278.0,565.0,3.5652,3.0,2.699843886834062,1.7732484218766975,3.2687676850191663,10.288797695203275
-117.9,34.53,8.0,3484.0,647.0,2169.0,619.0,3.9766,0.0,2.895066105430782,3.3823734084570463,2.477480553763277,9.26151476922851
-121.16,38.16,31.0,1953.0,366.0,999.0,316.0,2.4906,0.0,3.232644026633745,0.9665800972932204,4.192298449405395,11.132439428400206
-121.8,37.3,16.0,906.0,149.0,605.0,148.0,4.8173,3.0,3.050079682543813,2.321031024046704,4.6591898592715,11.871296423348866
-121.62,39.11,11.0,3519.0,577.0,1459.0,549.0,4.2792,0.0,3.9912009592495927,2.035992932026647,3.4730717921362455,9.991474677998353
-120.9,35.69,14.0,5020.0,909.0,2105.0,796.0,3.8158,3.0,3.128947563164743,3.2370994794646246,1.5658418596250074,8.462602801873064
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,1.0,3.033946373998667,0.7334632792506854,3.905098652124373,10.828675481981842
-118.14,34.69,34.0,1439.0,327.0,708.0,298.0,3.2699,0.0,1.9655884301248645,2.4455473367158516,4.149411983455766,11.295206189770273
-118.54,34.19,22.0,3380.0,790.0,2199.0,737.0,2.5739,3.0,2.0589455427323693,3.422483135837557,2.0038390603676826,9.053193442410098
-117.66,34.03,14.0,2137.0,345.0,1151.0,352.0,5.753,0.0,2.417387550369508,3.2116225666589195,3.733158208429621,10.738371837018647
-115.57,32.8,17.0,1492.0,426.0,1595.0,428.0,1.7188,0.0,2.7447213606316163,4.174846630627223,4.107835114408929,10.744966021615708
-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,6.1333,3.0,1.5016828252952883,3.2637652403302977,4.310877025651682,11.452025581247332
-121.92,37.29,34.0,943.0,135.0,378.0,139.0,5.1765,3.0,2.953958109477565,2.1777773706021333,4.946377839721103,12.12134650521307
-117.95,33.82,29.0,2929.0,640.0,1618.0,584.0,3.6875,3.0,1.0797544573658646,3.230243603352848,2.65695184723004,9.80664213754016
-117.93,33.82,28.0,2444.0,555.0,1848.0,567.0,3.0179,3.0,1.1084365096190791,3.2363357950010276,2.8141332366393725,9.95627204765681
-118.72,34.28,17.0,2654.0,478.0,1392.0,451.0,5.4459,3.0,1.5533814810541302,3.1012931435756927,2.993820063396902,10.230565499517748
-121.63,39.78,28.0,1677.0,327.0,770.0,309.0,2.6823,0.0,3.839493866114023,1.2193841361038855,4.635802917630367,11.44478382528042
-118.19,34.12,35.0,2524.0,749.0,2487.0,679.0,2.4932,3.0,1.8369317702383463,3.427631261134388,2.5772414493911793,9.41455165489666
-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,0.0,7.560091389398315,6.900368851316888,4.484988490605488,4.705925468092836
-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917,1.0,3.012196300492673,0.8277668042959514,3.8380986591076263,10.76395229067784
-122.44,37.76,35.0,1581.0,422.0,580.0,388.0,4.05,1.0,3.0918813134469683,0.6052641937555939,4.236585321612512,11.243014737806964
-118.2,33.92,39.0,1050.0,217.0,895.0,207.0,3.1538,3.0,1.21725473689596,3.152675741971353,4.433395887087535,11.65140415477228
-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,3.0,2.442847914660471,3.9347786662831417,2.694883276531659,9.433593590781207
-115.49,32.67,29.0,1523.0,440.0,1302.0,393.0,1.1311,0.0,2.709777654347436,4.187740353320019,4.422797649726092,11.022281352528234
-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,3.0,2.6440588363018604,3.911105406416586,2.0211546223550343,8.426443039846477
-120.94,39.32,14.0,3120.0,595.0,1569.0,556.0,3.5385,0.0,3.7826408741262942,1.8188949485552688,3.3633988224505584,9.981767686144488
-121.98,37.36,35.0,1440.0,267.0,743.0,259.0,5.0866,3.0,2.795594047930057,1.918002795526778,4.468350087959875,11.567992088757416
-122.48,38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,0.0,3.925303873382438,1.7586829145308682,4.945399537562018,11.534872248605769
-122.19,37.77,52.0,2170.0,428.0,1086.0,425.0,3.3715,1.0,3.4332386139819104,1.7653411467736946,4.514940750378436,11.153162289523
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,1.0,3.5976631126281515,1.923516860983801,5.380894937424251,12.325758479880246
-122.09,37.4,22.0,1489.0,436.0,662.0,470.0,3.5179,1.0,2.918594228867048,0.6695573710044506,3.814424099336372,10.947052141041404
-118.22,33.98,30.0,1971.0,645.0,2650.0,605.0,2.0357,3.0,1.746893350838305,3.3980306563094893,2.728917323900349,9.65686479991305
-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,3.0,1.3677496393861202,3.1775860992544835,3.702754870056908,10.698889879234452
-122.5,37.75,43.0,2373.0,481.0,1247.0,454.0,4.0985,2.0,3.0857853664449477,1.449523769477182,3.9803803976764462,10.779500471400906
-118.11,34.16,52.0,1353.0,274.0,852.0,306.0,3.4583,0.0,2.531875894036169,3.114415569007384,4.783354414690609,11.613577329233944
-121.91,36.62,30.0,724.0,167.0,325.0,155.0,3.3333,3.0,2.709580236944281,2.0613296113383064,4.80772580436789,12.073397421948146
-118.32,34.19,37.0,1335.0,249.0,485.0,240.0,4.1731,3.0,1.1014696420763843,3.006783276713995,4.349610825109907,11.62203750806422
-121.91,37.27,30.0,4412.0,862.0,2168.0,772.0,5.0062,3.0,3.335743026658806,2.745325426076948,2.414382918186978,8.90894752498868
-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,1.0,3.614859551639485,2.043986301559376,5.380818211390369,12.260996251018394
-118.19,34.03,42.0,2250.0,629.0,2588.0,609.0,1.9719,3.0,1.9748115761808611,3.5224492406394385,3.15161802504649,9.821066206504504
-117.21,33.12,4.0,3261.0,689.0,926.0,561.0,4.3672,2.0,2.347408298096763,3.9303671297774025,2.991458110292538,9.896435323948417
-121.55,37.37,39.0,759.0,141.0,252.0,106.0,3.6964,0.0,3.3745571967915056,1.6313232446869228,5.19786032677681,12.27702717637914
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,3.0,1.529752644768278,3.244577882400787,4.469293128224226,11.615874584519544
-119.71,34.41,31.0,1034.0,319.0,997.0,308.0,2.6538,2.0,1.199416664667046,2.1368680911302205,3.842538574672932,11.208358293137657
-121.93,37.13,37.0,1150.0,203.0,511.0,179.0,5.7415,3.0,2.9356797088015205,2.2452613331074778,4.834014797559215,11.933025816527984
-119.12,34.25,31.0,737.0,146.0,1436.0,168.0,3.5625,2.0,0.989042478377538,2.3762916856836203,4.053391492638903,11.448641260765614
-118.34,34.02,44.0,2067.0,385.0,1046.0,441.0,3.5357,3.0,1.1845932759027311,3.0937410928734947,3.882469477480216,10.932548008734347
-121.14,40.29,17.0,1944.0,394.0,384.0,172.0,1.6875,0.0,4.167681873369454,1.93759610168394,4.874361608509187,11.643326442319344
-119.55,36.61,14.0,3004.0,793.0,3535.0,735.0,1.586,0.0,3.6820660808562873,3.158116667405055,2.2851817959534695,8.624595394099515
-118.09,34.11,45.0,1883.0,275.0,764.0,289.0,6.5078,3.0,1.890432249873468,3.524246932574314,4.5128478063436415,11.471266548577317
-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,1.0,3.582016018060439,1.9007265348893945,2.900778741310594,9.306822732955812
-117.75,33.61,16.0,2270.0,488.0,709.0,489.0,3.2845,3.0,1.3166367077581007,3.3754120633478197,3.349347432743612,10.575447068987298
-118.04,33.98,25.0,3040.0,831.0,1580.0,735.0,2.3182,3.0,1.7768480691702355,3.4304173090993246,2.375692269119112,9.39223120464588
-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,0.0,2.307151992642313,2.160260781437372,3.7691153891363047,10.688947947208256
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,1.0,3.999079625695432,2.795892927488782,3.630931605591801,9.663075457592493
-117.5,33.93,19.0,4741.0,835.0,2903.0,796.0,4.3723,0.0,3.167283430126336,3.892168745782086,1.8373025425003648,8.246036407224098
-117.06,32.77,32.0,3888.0,827.0,3868.0,841.0,3.0755,2.0,2.859756729759343,4.428249113844473,2.0618547997750345,8.191980315304383
-119.78,36.76,47.0,1425.0,323.0,949.0,325.0,1.7344,0.0,3.010264982362904,2.1176268126826217,4.632067683221545,11.478583053253605
-118.34,34.05,39.0,975.0,292.0,723.0,285.0,2.2725,3.0,1.4046801635951078,3.130310056437186,4.404106986285901,11.584081349242863
-118.31,33.8,31.0,4464.0,991.0,2420.0,947.0,4.0425,3.0,2.602221187297604,3.961498442694801,1.659031631036897,8.262375761001998
-119.73,36.73,9.0,1621.0,428.0,678.0,394.0,2.2437,0.0,3.1153727926954415,2.2476448124855706,3.931738133867584,10.961489477909904
-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857,0.0,2.5642138928317975,2.0153430200846905,2.805161916000248,9.855955911621722
-117.81,33.68,4.0,1545.0,304.0,788.0,296.0,4.5469,3.0,2.265311493356322,3.830693841273511,4.059797629241052,11.17343726366664
-117.25,32.74,36.0,3548.0,956.0,1648.0,866.0,2.6962,2.0,2.130364371067317,3.903249788316448,2.5038489555491825,9.057191936577404
-117.18,34.07,7.0,1347.0,301.0,799.0,276.0,2.9485,0.0,2.747670410291106,3.501514963385425,4.252146069738748,11.252691191100732
-121.98,38.39,3.0,9488.0,1417.0,4095.0,1335.0,5.1781,0.0,6.851464112818062,6.0318650486904835,3.686778040540632,5.73982222285719
-119.38,36.56,25.0,1180.0,222.0,611.0,212.0,2.0729,0.0,2.697335397079746,1.893615113357177,4.430907852692762,11.61422250569497
-118.32,34.03,47.0,1082.0,198.0,455.0,193.0,3.0132,3.0,1.775735732473018,3.3378128055163954,4.874932241679541,11.996619580078823
-122.53,37.98,32.0,2390.0,336.0,810.0,354.0,8.5759,1.0,3.996565698680966,2.631335028514638,4.7483259562330495,11.30317598901326
-122.3,37.84,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,1.0,7.464304762500213,6.870649558102551,4.149545320995443,4.46870446960532
-121.79,38.01,17.0,4032.0,814.0,1749.0,618.0,3.1728,0.0,3.782738084841636,2.026937898880248,2.8518402521742545,9.349451390035668
-121.92,36.63,36.0,877.0,175.0,349.0,168.0,3.4167,3.0,2.710716571846254,2.067693536875962,4.852858436785337,12.0680164512383
-118.3,34.0,40.0,1131.0,281.0,859.0,230.0,1.1806,3.0,1.82354405434248,3.3404391308995116,4.581101959020477,11.661710306788567
-118.82,35.2,34.0,2185.0,469.0,1910.0,455.0,2.1136,0.0,2.2432008952201676,2.25833875349065,3.3404710390128716,10.30147983447206
-117.07,32.77,34.0,2245.0,394.0,1849.0,429.0,3.5446,2.0,0.8961995243799407,3.443624637120046,3.3899810368115313,10.42486765958857
-117.98,33.83,17.0,3506.0,992.0,2104.0,893.0,3.3006,3.0,2.476846949511393,3.917218815987867,1.70358400868929,8.580861048371746
-122.27,37.85,52.0,335.0,83.0,152.0,77.0,2.2841,1.0,3.916992571245888,2.452133048321631,5.875986400363884,12.805583443935433
-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,3.0,6.0706359662698315,6.8100493073062855,7.681957715302192,13.517115363619366
-118.0,33.71,19.0,4808.0,1029.0,2422.0,971.0,4.0121,3.0,2.903588675525201,4.239611726469082,1.3612307557791758,7.997063697533897
-117.89,33.61,41.0,1790.0,361.0,540.0,284.0,6.0247,3.0,1.5404218576100135,3.510697820642415,4.374424293924318,11.417044231667877
-117.04,32.62,26.0,3620.0,607.0,2000.0,593.0,4.9962,2.0,1.6181707117817,3.767182483382839,2.5969491191217906,9.498886814893156
-121.23,37.95,32.0,2081.0,472.0,1342.0,411.0,2.7958,0.0,3.15267721106757,0.9018640746221924,3.8224568905173433,10.704779604954652
-116.95,32.82,19.0,5308.0,1058.0,2852.0,1092.0,2.9161,3.0,3.482353513410277,5.003637355104846,1.9254397022363017,7.648582980311638
-120.98,37.64,40.0,1791.0,359.0,679.0,322.0,2.1458,0.0,3.199215119940414,1.3821845895034732,4.498553350099595,11.400270403101988
-117.1,32.69,35.0,1292.0,272.0,1183.0,272.0,2.0547,2.0,1.368238597851667,3.557385429641871,4.266436066005929,11.33779771495851
-122.26,37.84,42.0,2555.0,665.0,1206.0,595.0,2.0804,1.0,3.3837928921442004,1.522135414431967,3.8056585789621256,10.405400805106504
-122.32,37.55,50.0,2501.0,433.0,1050.0,410.0,4.6406,2.0,3.2045744040989503,1.8977695569512496,4.345766535527579,11.055649671546623
-122.45,37.74,52.0,1596.0,276.0,642.0,273.0,4.375,1.0,3.554235584493872,1.898516696410284,5.042745631169769,11.82046084313493
-120.87,39.18,25.0,2691.0,598.0,964.0,373.0,3.9196,0.0,3.4133666490165866,1.0132344917925402,3.756289078508293,10.589615419985163
-118.27,33.95,40.0,935.0,226.0,818.0,236.0,1.8798,3.0,1.6176615429389367,3.270577319019568,4.586261118784856,11.73303275156274
-117.13,32.75,31.0,2336.0,656.0,1186.0,609.0,2.5872,2.0,1.2226943459652602,3.4961334310678582,3.1485375063374126,10.135451635015462
-122.12,37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,1.0,4.234306027290657,3.13751779350447,3.2651088993782427,9.276803836913064
-122.27,38.04,47.0,1685.0,405.0,835.0,372.0,2.3103,1.0,3.4599746080535834,1.560891221127434,4.653866994652552,11.41065653788034
-118.14,34.68,33.0,2815.0,485.0,1447.0,489.0,4.2679,0.0,1.9301568797624504,2.4801833396113913,3.185870315436272,10.210330993163842
-118.22,33.99,6.0,1499.0,437.0,1754.0,447.0,4.3164,3.0,2.0511951161038584,3.5603297387541875,3.2763093905530223,10.395621041554303
-117.58,33.88,16.0,1739.0,478.0,1235.0,420.0,2.2969,0.0,2.309350462856438,3.120261945433195,3.592786742413571,10.597587868800543
-121.33,38.6,25.0,4260.0,607.0,1635.0,640.0,6.2817,0.0,3.80992080510294,2.1415506980324057,3.2507684225773885,9.646310875618108
-118.35,33.97,26.0,3832.0,1074.0,2340.0,904.0,2.6734,3.0,2.6082182836853667,3.8873501370084993,1.692749418089992,8.384140221406712
-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,3.3081,3.0,9.883389801133022,10.552972494938585,6.892748848747902,2.126519409622481
-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,0.0,3.3506292241020184,0.8427566949458576,3.9298116339198703,10.787766588177172
-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,3.0,1.7419272306107303,3.359316760043954,3.366587004058013,10.244469461229247
-117.93,33.75,15.0,2448.0,602.0,1666.0,575.0,3.5967,3.0,1.5841772742433344,3.4425114091032643,2.701336225509132,9.86833680862379
-117.09,32.64,24.0,3613.0,973.0,2002.0,931.0,1.947,2.0,2.5650250335698837,4.197535030240839,2.2421359138091512,8.708068392171766
-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,0.0,3.997748811985187,2.48258474141826,4.577304448495591,11.294109860117306
-117.25,32.79,37.0,1467.0,442.0,651.0,354.0,2.375,2.0,1.209995752724343,3.432408108793454,4.135037401218833,11.211707750315483
-117.27,34.12,52.0,954.0,246.0,943.0,256.0,0.8658,0.0,3.057149641617676,3.717543923944444,5.242588637145863,11.9254105242926
-121.98,37.28,27.0,3526.0,589.0,1725.0,553.0,5.7812,3.0,2.9840527182836136,2.2713169004574647,3.062194362135312,9.874621362731029
-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,3.0,3.063369922095265,2.4039144323838957,4.751571624716319,11.98466322710885
-117.54,34.55,5.0,2949.0,671.0,1620.0,530.0,2.9479,0.0,2.949741804777417,3.476172719112034,3.0083813123987055,9.759388681148774
-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,2.0,11.757615320490228,12.115255208909913,8.720986130708424,2.66892889670796
-115.52,32.73,17.0,1190.0,275.0,1113.0,258.0,2.3571,0.0,2.680638162893668,4.1558117391942755,4.560783665039567,11.37379570866304
-118.13,34.1,26.0,3050.0,825.0,2153.0,772.0,3.1103,3.0,1.8697664000810437,3.461766740538913,2.0435515066003687,9.076404046827804
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,3.0,1.8307875702953536,3.3188225654306756,2.8054509452352687,9.94596765419637
-116.92,32.82,34.0,1765.0,284.0,772.0,282.0,5.0118,3.0,1.1784661199758752,3.782091417394728,4.271558161098046,11.353650231026766
-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617,3.0,1.5907415598316628,3.4443987461655534,2.850042433120225,9.988021550277686
-117.91,33.66,26.0,5761.0,1326.0,2681.0,1116.0,4.0341,3.0,3.635288288187975,4.80888725397245,1.5043315562321755,7.204846211434462
-117.45,34.1,9.0,4288.0,1017.0,3156.0,900.0,2.7827,0.0,3.7949596950073023,4.369064021486455,2.011876491036519,7.924213792521312
-118.44,34.01,41.0,1309.0,221.0,534.0,228.0,5.1708,3.0,1.457242736894015,3.2009596666059412,4.5409032519403825,11.722067423410447
-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,0.0,4.0806751855341465,4.061772782018156,1.3979701094797825,7.30472223167667
-117.05,32.58,23.0,1918.0,339.0,1392.0,340.0,4.087,2.0,0.996913954013847,3.512055679298858,3.597580619226878,10.760141873581494
-122.26,37.53,4.0,5233.0,1109.0,1690.0,907.0,6.2007,1.0,4.565596304410209,3.5691079360331432,2.637183047899107,8.38132620132611
-121.83,37.31,19.0,11181.0,1895.0,7817.0,1853.0,5.6058,3.0,9.131667126180885,9.001585157422214,5.91796888534116,2.975714658405632
-117.97,33.84,25.0,2471.0,518.0,1539.0,500.0,4.2679,3.0,0.8796893444743047,3.164256567408833,2.913956925584475,10.14985586682577
-117.67,33.67,5.0,10534.0,2035.0,4656.0,1863.0,5.7797,3.0,7.724289952288664,8.397357236653281,4.67978244001781,3.628607311777888
-116.95,32.81,31.0,1277.0,293.0,698.0,237.0,3.1106,3.0,1.1804674263425332,3.7350984285649975,4.374469937490088,11.524661009914317
-118.25,34.15,31.0,1238.0,338.0,605.0,331.0,2.8478,3.0,0.9602467559053698,2.957271641068767,4.035992470744129,11.330743136679471
-121.22,38.92,19.0,2531.0,461.0,1206.0,429.0,4.4958,0.0,3.5226171699150335,1.3113911924932322,3.748207951397915,10.573095781301031
-118.22,34.05,36.0,1243.0,470.0,1668.0,444.0,1.0714,3.0,1.7338106828430102,3.3250592195068607,3.82268137865436,10.778403084281484
-122.56,37.95,34.0,2677.0,411.0,933.0,410.0,6.1444,2.0,3.2410830194347,1.672202948508921,4.0544598605610895,10.893125467053965
-122.49,37.76,48.0,1351.0,270.0,650.0,265.0,3.5278,1.0,3.4404060434376156,1.596796485659627,4.950285572207369,11.819227939223836
-118.1,34.57,7.0,20377.0,4335.0,11973.0,3933.0,3.3086,0.0,18.459277982978055,18.586157235383464,15.2548859533525,7.849824798436003
-121.01,37.64,33.0,693.0,207.0,598.0,192.0,1.0217,0.0,3.4852860434569473,1.8802025540322216,5.0197007079927225,12.003859020279249
-118.37,33.82,39.0,2794.0,444.0,1319.0,441.0,5.878,3.0,1.3798310645956082,3.277351611306562,3.541231726469237,10.524277814783416
-121.27,38.72,6.0,4664.0,644.0,2105.0,663.0,6.0804,0.0,4.372536638070002,3.0016922847994763,3.1627917333329676,9.242166879725811
-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,3.0,2.064361818016252,4.189576011408469,3.3993754092740422,10.144142176315652
-117.18,34.06,26.0,1953.0,446.0,1284.0,414.0,1.3485,0.0,2.3299829083201105,3.184872810384862,3.814141922061771,10.707519784417826
-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,1.4282,1.0,4.219059175363612,2.949231643692422,2.591137058310848,8.567224250073854
-117.66,33.63,16.0,3299.0,610.0,1967.0,604.0,5.5085,3.0,1.917796272387307,3.74905273681387,2.5257643901273243,9.516627314648662
-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,3.0,5.1979630638204615,5.95052944861411,2.3578981702335837,5.6851221787711514
-120.42,34.91,4.0,6986.0,1217.0,2801.0,1212.0,3.2135,3.0,4.6539012077699,4.957903400667376,1.7774216888802898,6.83022057978383
-120.45,34.63,32.0,1840.0,309.0,828.0,333.0,4.5486,2.0,1.2887858981117553,1.822869636441144,3.6838739675484176,11.05596661728968
-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,0.0,1.980541248416584,2.720943217174076,3.4382210598739347,10.420203977349924
-117.25,33.38,16.0,3536.0,765.0,2007.0,687.0,3.0,3.0,2.0994845807741664,3.948599359587029,2.3182680389801935,9.19705563228757
-117.02,32.67,20.0,1505.0,184.0,635.0,182.0,6.5772,2.0,2.0169724361190604,3.9370258960869338,4.517655873523826,11.598570102079451
-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,2.0,1.4558691787836089,3.5974379932411535,3.870347368271027,10.7260078305439
-121.23,36.33,23.0,2095.0,536.0,1858.0,457.0,3.0543,3.0,2.2667366000439815,2.004258117850114,3.0262518804804963,10.208663063363034
-117.21,33.03,20.0,3370.0,433.0,1020.0,408.0,11.0911,2.0,3.9481406230114016,5.178698413480984,4.878118932111632,10.921590776577483
-119.86,34.38,28.0,1062.0,309.0,1058.0,305.0,1.5071,2.0,1.6434173343193172,2.328740998645712,3.9357142757337127,11.230364312340765
-122.64,38.01,36.0,1199.0,232.0,551.0,229.0,3.7321,2.0,3.1944796064172327,1.347322314297323,4.7470057504427245,11.819244854828424
-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,2.9709,3.0,2.2765582425116513,3.6693397651560113,2.684670942528508,9.16744568991752
-118.18,34.03,44.0,1629.0,420.0,1893.0,387.0,2.2991,3.0,1.5072032044810555,3.270116632165826,3.837440656634049,10.76945385571288
-117.87,34.08,33.0,3630.0,800.0,2257.0,796.0,3.2469,3.0,1.9642239964687211,3.593771652355418,2.148280270022912,8.983798025934648
-121.57,39.12,30.0,2601.0,534.0,1702.0,506.0,2.08,0.0,3.721174145631818,1.4101704357584064,3.794856237915942,10.367911722484966
-121.97,37.53,35.0,2277.0,420.0,1353.0,413.0,4.75,3.0,2.7346787872514926,1.7703729062710944,3.78276930222195,10.759571977485162
-119.58,36.69,42.0,1032.0,215.0,812.0,225.0,1.9766,0.0,2.853437818968997,2.002974281894242,4.743531422468467,11.76383348049688
-118.39,34.04,52.0,1492.0,277.0,666.0,289.0,4.7386,3.0,1.9150562860384752,3.4447951443704192,4.724291447199696,11.682977023905794
-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357,0.0,1.9984578761866183,2.8231952405853917,3.957893139524289,11.105130245576383
-117.25,34.07,21.0,3067.0,706.0,2140.0,687.0,2.4432,0.0,2.5680426579471,3.3912133273545644,2.598231539177527,9.323962865588417
-122.14,37.73,52.0,2024.0,320.0,823.0,334.0,5.0,1.0,3.459536235887252,1.9086912718092872,4.792854201427928,11.510603544115217
-123.32,39.42,22.0,2085.0,432.0,1133.0,402.0,2.3906,3.0,3.9024281880026894,2.1519846628595585,4.380594703914179,11.065949502805976
-118.46,34.01,39.0,711.0,148.0,347.0,153.0,4.2813,3.0,1.5355430795313885,3.202774929628248,4.810314282126549,12.081154285415389
-122.33,37.55,51.0,2565.0,332.0,870.0,309.0,9.3694,2.0,4.323458394972657,3.562945612635323,5.3934388823804,11.669609148259186
-123.36,39.25,17.0,1087.0,254.0,522.0,202.0,2.5875,3.0,4.043334581355969,2.4177409629919193,5.067294281187072,11.951763392957144
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,3.0,1.556094093194602,2.788839143610295,3.370782163617392,10.44301702750918
-118.22,33.97,47.0,1688.0,386.0,1663.0,381.0,4.0609,3.0,1.3942244375303865,3.262812878682693,3.944272894195666,10.893189845057488
-117.57,33.93,3.0,1240.0,151.0,519.0,146.0,7.5408,0.0,3.567381393072615,4.195125544137241,5.028082547393391,11.82648040768002
-120.8,38.31,37.0,1341.0,256.0,533.0,242.0,3.2135,0.0,3.2472966412947546,1.2116187973811063,4.710769330333408,11.7189346341159
-117.96,33.74,19.0,1783.0,415.0,1025.0,383.0,4.1484,3.0,1.0642955859042833,3.225253791618109,3.481050243109357,10.765079136514812
-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531,3.0,1.457632562137269,3.3387886313330895,2.9632991048269424,10.043694417106684
-119.45,35.13,34.0,1440.0,309.0,808.0,294.0,2.3013,0.0,2.2500711103055404,1.9819869655320168,4.166737984713763,11.30989642668385
